short_id,short_headline,short_view_count,url,time_record,video_tag
Knz9fgVl6HI,My guy STARK woke up in pure DISBELIEF 💀 (Sousou no Frieren),275K views,/shorts/Knz9fgVl6HI,2024-03-18 23:32:23.757362,"['HARISSM', 'Sousou no frieren', 'sousou no frieren episode 11', 'sousou no frieren episode 10', 'sousou no frieren episode 1 reaction', 'sousou no frieren episode 11 reaction', 'sousou no frieren episode 9 reaction', 'sousou no frieren ep 11 reaction', 'sousou no frieren reaction', ""frieren: beyond journey's end"", ""frieren: beyond journey's end reaction"", 'sousou no frieren harissm', 'frieren', 'fern', 'frieren fern stark', 'stark fern', 'frieren aura', 'frieren kraft', 'stark fern kraft', 'stark kraft']"
WA-p-vUd5Uw,Ngerasa bersalah 😭,501K views,/shorts/WA-p-vUd5Uw,2024-03-18 23:32:23.757362,[]
WxY5-I5hZ_8,STARDENBURDENHARDENBART day11 Cat Calling in different languages (German always works),491K views,/shorts/WxY5-I5hZ_8,2024-03-18 23:32:23.757362,"['cat', 'cats', 'languages', 'STARDENBURDENHARDENBART', 'Cat Calling', 'German always works', 'humor', 'meme', 'tik tok', 'kitty']"
Du2LFI-bkF0,when your gf walks in but you're addicted to wow,5.4M views,/shorts/Du2LFI-bkF0,2024-03-18 23:32:23.757362,[]
gjsWMIHAJjg,可以請您放手嗎😊離していただけませんか？Will you let me go?#藥師少女的獨語#TheApothecaryDiaries#薬屋のひとりごと #cosplay #shorts,2.6M views,/shorts/gjsWMIHAJjg,2024-03-18 23:32:23.757362,[]
EufJ3-nNihw,Kenapa ya Peggy Gou betah di rumah gua?,3.4M views,/shorts/EufJ3-nNihw,2024-03-18 23:32:23.757362,['raditya dika']
wwA3XGxWoUI,This is what she thinks about him😂😂 [Maomao & Jinshi] - Apothecary diaries #animeedit #viral #fyp,1.5M views,/shorts/wwA3XGxWoUI,2024-03-18 23:32:23.757362,[]
WO3gem9iNEg,Memes from the Black Market!,5.4M views,/shorts/WO3gem9iNEg,2024-03-18 23:32:23.757362,[]
rLUeQulhv6s,In Space Without A Suit 😨 (not good),12M views,/shorts/rLUeQulhv6s,2024-03-18 23:32:23.757362,[]
pl4du5RpEiM,Elden Ring cosplays at Japan Expo Let me solo her #shorts,9.9M views,/shorts/pl4du5RpEiM,2024-03-18 23:32:23.757362,"['eldenring', 'malenia', 'letmesoloher', 'gaming']"
Q_rNjwdnL24,Anya x damian #spyxfamily,3.9M views,/shorts/Q_rNjwdnL24,2024-03-18 23:32:23.757362,[]
VYYD-gL8M40,The end of a girl who imitates Loli God’s Requiem dance #Shorts,28M views,/shorts/VYYD-gL8M40,2024-03-18 23:32:23.757362,"['animation', '애니메이션', '병맛만화', '웹애니', '웃긴만화', '일상만화', '코미디', '일상', 'entertainment', '난두팔', '粛聖!! ロリ神レクイエム', '로리신 레퀴엠', '가사 모르고 들으면 좋은 노래', ""Loli God's Requiem""]"
