short_id,short_headline,short_view_count,url,time_record,video_tag
yeseJ_WyvQg,Maomao's new little student😂😂 [The Apothecary diaries] #animeedit #viral #fyp,219K views,/shorts/yeseJ_WyvQg,2024-03-18 23:32:23.757362,[]
AQnwDG_DQMs,Who Was The First VTuber?,815K views,/shorts/AQnwDG_DQMs,2024-03-18 23:32:23.757362,"['anime', 'manga', 'theanimeman', 'reviews', 'discussions', 'music', ""let's"", 'play', 'walkthrough', 'playthrough', 'funny', 'moments', 'epic', 'fail', 'commentary', 'live', 'reaction', 'Japan', 'Japanese', 'The Anime Man', 'thean1meman']"
Di4pA8-gBY0,Meaning of Swastika Symbol In Japan vs. The West #shorts,12M views,/shorts/Di4pA8-gBY0,2024-03-18 23:32:23.757362,"['Asian Boss', 'Asia', 'Stay Curious']"
SMHdXNxIUrQ,Kai Cenat Though He Got Called The N Word😂,5.6M views,/shorts/SMHdXNxIUrQ,2024-03-18 23:32:23.757362,[]
dyWvF-p3Bu4,"Finally, it's NOT A TRAP- 💀👑 (Hell's Paradise)",16M views,/shorts/dyWvF-p3Bu4,2024-03-18 23:32:23.757362,"['HARISSM', 'hells paradise episode 5 reaction', 'hells paradise ep 5 reaction', 'hells paradise ep 5', 'hells paradise episode 5', 'hells paradise harissm', 'hells paradise reaction', 'jigokuraku reaction', 'jigokuraku episode 5', 'jigokuraku episode 5 reaction', 'jigokuraku ep 5 reaction', 'jigokuraku', 'jigokuraku harissm', 'hells paradise opening', ""hell's paradise reaction"", ""hell's paradise episode 5 reaction"", ""hell's paradise ep 5 reaction"", ""hell's paradise ep 5"", ""hell's paradise"", 'gabimaru', 'YUZURIHA']"
WA-p-vUd5Uw,Ngerasa bersalah 😭,502K views,/shorts/WA-p-vUd5Uw,2024-03-18 23:32:23.757362,[]
CsEETrzfpEM,"𝙆𝙤𝙗𝙤 𝙒𝙤𝙠𝙚 𝙐𝙥 𝘼𝙣𝙙 𝘾𝙝𝙤𝙨𝙚 𝙑𝙞𝙤𝙡𝙚𝙣𝙘𝙚 (𝘼𝙜𝙖𝙞𝙣𝙨𝙩 𝘼𝙡𝙩𝙖𝙧𝙚, 𝙎𝙥𝙚𝙘𝙞𝙛𝙞𝙘𝙖𝙡𝙡𝙮) | Hololive English Shorts",901K views,/shorts/CsEETrzfpEM,2024-03-18 23:32:23.757362,"['hololive', 'hololiveEN', 'holomyth', 'gura', 'hololive clips', 'hololive edits', 'hololive memes', 'gawr gura', 'IRyS', 'hololive english', 'holoEN', 'hololive reacts', 'virtual youtubers', 'hololive en', 'HololiveEN Clips', 'hololive en gen 2', 'holocouncil', 'kami clips', 'kami ch.', 'kami hololive', 'hololive en clips ch', 'hololive en minecraft clips', 'hololive en funny clips', 'hololive shorts', 'hololive english shorts', 'hololiveEN shorts', 'gura shorts', 'ina shorts', 'kronii shorts', 'holo en shorts', 'holo shorts', 'kami']"
WxY5-I5hZ_8,STARDENBURDENHARDENBART day11 Cat Calling in different languages (German always works),491K views,/shorts/WxY5-I5hZ_8,2024-03-18 23:32:23.757362,"['cat', 'cats', 'languages', 'STARDENBURDENHARDENBART', 'Cat Calling', 'German always works', 'humor', 'meme', 'tik tok', 'kitty']"
Du2LFI-bkF0,when your gf walks in but you're addicted to wow,5.4M views,/shorts/Du2LFI-bkF0,2024-03-18 23:32:23.757362,[]
PIVFzg7iCnY,[#holoID03] Kobo Kanaeru - At Your Service! [hololive Indonesia 3rd Gen Debut Teaser],956K views,/shorts/PIVFzg7iCnY,2024-03-18 23:32:23.757362,"['holoID', 'holoID03', 'hololive', 'hololive ID', 'hololive Indonesia', 'ホロライブ', 'ホロライブインドネシア', 'ホロライブID', 'ホロID', 'Debut', 'VTuber', 'Virtual YouTuber', 'Kobo Kanaeru']"
6Roy8P4NkHU,Why Shylily's Model Is So Good,1.7M views,/shorts/6Roy8P4NkHU,2024-03-18 23:32:23.757362,"['Emiru', 'Emiru Twitch', 'emiru clips', 'emiru clip', 'otk emiru', 'emiru live', 'emiru twitch', 'emiru', 'emiru reacts', 'twitch emiru', 'emiru livestream', 'emiru highlights', 'emiru otk', 'emiru podcast', 'emiru highlight', 'emiru shorts', 'emiru twitch highlights', 'emiruLIVE', ""Why Shylily's Model Is So Good"", 'emiru shylily', 'shylily', 'shylily vtuber', 'vtuber', 'emiru vtuber', 'shylily vtuber model', 'shylily model', 'shylily model tracking', 'shylily model comparison']"
VmVe5NpLmmw,What else in that water 😭😭😭,7.8M views,/shorts/VmVe5NpLmmw,2024-03-18 23:32:23.757362,[]
