short_id,short_headline,short_view_count,url,time_record,video_tag
TIXpAHkgqQM,Hololive Kobo Kanaeru Realistic AI Generated,111K views,/shorts/TIXpAHkgqQM,2024-03-18 23:32:23.757362,"['kobo', 'kobo kanaeru', 'aI', 'aiart', 'Photographs', 'Lookbook', 'がうる・ぐら', 'hololive real face', 'hololive indonesia', 'hololive en', 'holoid', 'kobokers', 'ai art and music', 'kobo ai', 'hololive ai', 'hololive kobo', 'kobo clip', 'wajah asli kobo kanaeru', 'realistic ai', 'kobo hololive', 'kobo cover', 'kobo kanaeru ch', 'kobo kaneru', 'ai generated']"
WA-p-vUd5Uw,Ngerasa bersalah 😭,500K views,/shorts/WA-p-vUd5Uw,2024-03-18 23:32:23.757362,[]
Du2LFI-bkF0,when your gf walks in but you're addicted to wow,5.4M views,/shorts/Du2LFI-bkF0,2024-03-18 23:32:23.757362,[]
8L9H2eGADuM,She just can't keep DOING THIS 💀 (Sousou no Frieren),12K views,/shorts/8L9H2eGADuM,2024-03-18 23:32:23.757362,"['HARISSM', 'Sousou no frieren', 'sousou no frieren episode 26', 'sousou no frieren episode 26 reaction', 'sousou no frieren ep 26 reaction', 'sousou no frieren reaction', ""frieren: beyond journey's end"", ""frieren: beyond journey's end reaction"", 'sousou no frieren harissm', 'frieren', 'fern', 'stark fern', 'frieren ep 26', 'frieren reaction', 'ubel', 'kanne lawine', 'lawine', 'frieren episode 26', 'frieren ep 26 reaction', 'Frieren vs denken', 'frieren stuck', 'fern pout', 'ubel land', 'land', 'frieren fern', 'frieren fern moments']"
5VZTk5D8PO4,"What’s your favourite lyric in our song “Uprising”? Flood the comment section, metalheads! 🤘 #shorts",577 views,/shorts/5VZTk5D8PO4,2024-03-18 23:32:23.757362,[]
Ka_-N7IzTPk,Sawano Hiroyuki (Colors) 4k Edit,2.3M views,/shorts/Ka_-N7IzTPk,2024-03-18 23:32:23.757362,[]
2_IzKxs46m0,His soul left his body for a sec💀🤣 [maomao and Jinshi] The Apothecary diaries #animeedit #viral #fyp,1.1M views,/shorts/2_IzKxs46m0,2024-03-18 23:32:23.757362,[]
rJtbBlR2Xgo,Life hack how not to call the police 🤣 #Sherlock #Shorts,6.5M views,/shorts/rJtbBlR2Xgo,2024-03-18 23:32:23.757362,[]
PIVFzg7iCnY,[#holoID03] Kobo Kanaeru - At Your Service! [hololive Indonesia 3rd Gen Debut Teaser],956K views,/shorts/PIVFzg7iCnY,2024-03-18 23:32:23.757362,"['holoID', 'holoID03', 'hololive', 'hololive ID', 'hololive Indonesia', 'ホロライブ', 'ホロライブインドネシア', 'ホロライブID', 'ホロID', 'Debut', 'VTuber', 'Virtual YouTuber', 'Kobo Kanaeru']"
pUy60FwN8mY,Toph Bends Metal For The First Time Reaction,1.9M views,/shorts/pUy60FwN8mY,2024-03-18 23:32:23.757362,"['toph and Aang', 'katara and toph', 'toph and Katara', 'Zuko', 'zuko vs azula', 'zuko and azula', 'toph bends metal', 'toph metal bending', 'toph invents metal bending', 'Avatar reactions', 'Atla reactions', 'Avatar the last airbender', 'Avatar', 'Atla', 'Avatar season 2', 'atla season 2', 'Avatar season 2 reactions']"
Q9SXQlI1WFk,Kenapa ya guru matematika itu kek kebal dalam keadaan apapun #matematika  (Source.@cossnasc),769K views,/shorts/Q9SXQlI1WFk,2024-03-18 23:32:23.757362,[]
yP5ML-r_BUU,Relatable 💀 || #shorts #dbh #connor #meme,3.1M views,/shorts/yP5ML-r_BUU,2024-03-18 23:32:23.757362,"['edit', 'Frutxd', 'Brute xd', 'STONE XD', 'Meme', 'Detroit becomes human', 'connor meme', 'dbh', 'games', 'dark memes', 'nvj memory reboot']"
