short_id,short_headline,short_view_count,url,time_record,video_tag
Du_PKRdB50Y,She did NOT hesitate giving her number 💀 (Jujutsu Kaisen Season 2),2.4M views,/shorts/Du_PKRdB50Y,2024-03-18 23:32:23.757362,"['HARISSM', 'anime reaction', 'anime mashup', 'Jujutsu Kaisen', 'Jujutsu Kaisen Season 2 Episode 2', 'Jujutsu Kaisen Season 2 reaction', 'Jujutsu Kaisen season 2 episode 2 reaction', 'Jujutsu Kaisen season 2 ep 2 reaction', 'Jujutsu Kaisen gojo geto', 'Jujutsu Kaisen fushiguro dad', 'Jujutsu Kaisen episode 2', 'Jujutsu Kaisen Harissm', 'Jujutsu Kaisen reaction mashup', 'Jujutsu kaisen harissm reaction', 'itadori yuuji', 'fushiguro megumi', 'gojou satoru', 'jujutsu kaisen end', 'fushiguro touji', 'getou suguru']"
NkeQJG7KqTc,Emiru EMBARRASSED Mizkif On His Own Stream...,3.6M views,/shorts/NkeQJG7KqTc,2024-03-18 23:32:23.757362,"['Emiru', 'Emiru Twitch', 'emiru clips', 'emiru clip', 'otk emiru', 'emiru live', 'emiru twitch', 'emiru daily dose', 'emiru', 'emiru reacts', 'twitch emiru', 'emiru highlights', 'emiru otk', 'emiru podcast', 'emiru highlight', 'emiru shorts', 'emiru twitch highlights', 'emiruLIVE', 'emiru mario', 'mizkif mario', 'emiru mario clips', 'mizkif mario clip', 'emiru mizkif mario clips', 'mizkif emiru mario clip', 'Emiru Embarrassed Mizkif On His Own Stream', 'fyp']"
wwA3XGxWoUI,This is what she thinks about him😂😂 [Maomao & Jinshi] - Apothecary diaries #animeedit #viral #fyp,1.5M views,/shorts/wwA3XGxWoUI,2024-03-18 23:32:23.757362,[]
Di4pA8-gBY0,Meaning of Swastika Symbol In Japan vs. The West #shorts,12M views,/shorts/Di4pA8-gBY0,2024-03-18 23:32:23.757362,"['Asian Boss', 'Asia', 'Stay Curious']"
FnBANKqlr4k,A couple adopted a blind tiger that grew up to possess. #shortvideo #Tiger #Blindness #shortsHealing,2.4M views,/shorts/FnBANKqlr4k,2024-03-18 23:32:23.757362,[]
pUy60FwN8mY,Toph Bends Metal For The First Time Reaction,1.9M views,/shorts/pUy60FwN8mY,2024-03-18 23:32:23.757362,"['toph and Aang', 'katara and toph', 'toph and Katara', 'Zuko', 'zuko vs azula', 'zuko and azula', 'toph bends metal', 'toph metal bending', 'toph invents metal bending', 'Avatar reactions', 'Atla reactions', 'Avatar the last airbender', 'Avatar', 'Atla', 'Avatar season 2', 'atla season 2', 'Avatar season 2 reactions']"
VmVe5NpLmmw,What else in that water 😭😭😭,7.8M views,/shorts/VmVe5NpLmmw,2024-03-18 23:32:23.757362,[]
EufJ3-nNihw,Kenapa ya Peggy Gou betah di rumah gua?,3.4M views,/shorts/EufJ3-nNihw,2024-03-18 23:32:23.757362,['raditya dika']
mITd8UHkzO4,"Frieren TROLLS her enemies, even demons feel insulted | Frieren: Beyond Journey's End",1M views,/shorts/mITd8UHkzO4,2024-03-18 23:32:23.757362,"['Sousou no Frieren', ""Frieren: Beyond Journey's End""]"
1YIu8_whO30,The reason you can't buy live tuna 🤨,81M views,/shorts/1YIu8_whO30,2024-03-18 23:32:23.757362,[]
hOD7MtMZpns,"ER Doctor REACTS to ""Satisfying"" Hair Splinter Removal",29M views,/shorts/hOD7MtMZpns,2024-03-18 23:32:23.757362,[]
deAmsPIgITw,they didn't know how young they are #newjeans #minji #kpop,1.1M views,/shorts/deAmsPIgITw,2024-03-18 23:32:23.757362,"['newjeans', 'kpop', 'minji', 'hanni']"
